"id","text_en","text_pt","sentiment"
"24","Sure, most of the slasher films of the 1980s were not worth thecelluloid they were filmed on, but this video nightmare may well bethe dullest produced.Six horny pot smoking students decide to go camping. Of course,and you know this already, they begin getting killed one by one by amysterious stranger. The climax has a hunky forest ranger trying toget to the teens in time before the last cute girl becomes buzzardbait.John Carl Buechler, my least favorite B-movie guy, did the lousymakeup effects here. The cast features Carel Struycken, of ""TheWitches of Eastwick"" and the Addams family movies. Sadly, hedoes not pop up until the very end of the film, and is covered inburn makeup, rendering him unrecognizable. Steve Bond anyoneremember him? is here in an early role as a victim.Browns direction, and the script he cowrote, both smell like thepresents brown bears leave in the woods. He pads the film withso much stock wilderness footage, I thought I accidentally rented aspecial episode of Mutual of Omahas Wild Kingdom. Much of thecast sits around the campfire and eats, then walk, and sit and eatagain. The forest ranger is involved in the strangest scene ever putin a slasher film: he tells a joke about a wide mouthed frog to ababy deer. Jackie Coogan, who must have forgot he once workedwith the legends of silent cinema, has two scenes, and is involvedin the second strangest scene ever put in a slasher film: he andthe hunky forest ranger have a conversation about cucumber andcream cheese sandwiches on oatmeal bread...yeah.There is not one minute of suspense here. The killer, a forest firesurvivor looking for a mate, watches the students from behindtrees. We know it is the killer because the film makers havedubbed in a heart beat sound effect that helpfully serves to wakethe viewer up every few minutes. Skip this pile of pine sap and rent""Halloween,"" instead.This is rated R for physical violence, mild gun violence, gore,some profanity, brief female nudity, mild sexual content, sexualreferences, and drug abuse.","Claro, a maioria dos filmes de terror da década de 1980 não valeu a pena que eles foram filmados, mas esse pesadelo em vídeo pode muito bem ser o mais tedioso produzido. Seis garotos que fumam maconha decidem ir acampar. Claro, e você já sabe disso, eles começam a ser mortos um por um por um estranho. O clímax tem um guarda-florestal bonitão tentando acompanhar os adolescentes a tempo, antes que a última garota fofa se torne buzzardbait. John Carl Buechler, meu cara favorito de filme B, fez os péssimos efeitos aqui. O elenco conta com Carel Struycken, de ""The Witches of Eastwick"" e os filmes da família Addams. Infelizmente, ele não aparece até o final do filme, e é coberto por maquiagem queimada, tornando-o irreconhecível. Steve Bond não se lembra dele? está aqui em um papel adiantado como uma vítima. A direção das bordas, e o roteiro que cowrote, ambos cheiram como os ursos marrons atuais saem na floresta. Ele acompanha o filme com tantas filmagens de animais selvagens, eu pensei que eu acidentalmente aluguei um episódio especial de Mutual of Omahas Wild Kingdom. Grande parte do thecast senta-se ao redor da fogueira e come, depois anda, senta e come novamente. O guarda florestal está envolvido na cena mais estranha que já fez um filme de terror: ele conta uma piada sobre um sapo de boca larga para um cervo abadre. Jackie Coogan, que deve ter esquecido que trabalhou uma vez com as lendas do cinema mudo, tem duas cenas, e está envolvido na segunda cena mais estranha já feita em um filme de terror: ele e o bonitão florestal conversam sobre sanduíches de queijo e pepino com pão de aveia ... sim. Não há um minuto de suspense aqui. O assassino, um sobrevivente do incêndio florestal à procura de um companheiro, observa os alunos de trás das árvores. Sabemos que é o assassino porque os cineastas tiveram um efeito de batimento cardíaco que serve para despertar o espectador a cada poucos minutos. Pule esta pilha de seiva de pinho e alugue o ""Halloween"", em vez disso.Este é classificado como R por violência física, violência moderada, violência, algumas palavrões, nudez breve, conteúdo sexual moderado, referências sexuais e abuso de drogas.","neg"
"25","I think that would have been a more appropriate title for this film, since it is padded to hell and back with stock footage of various bugs and animals. I recently found The Prey in its original VHS big box form and was very excited. I just LOVE finding old slasher films on VHS because the cover artwork is fantastic. Usually though, it turns out that the film itself is less than fantastic. The Prey is one of those films.To be fair, it started off OK, with the killer stalking the clichÃ© teenagers in the woods. The heartbeat sounds used are a great effect that make you tense as you watch. This film is basically a big fat clichÃ©, and when the ""campfire stories"" section rolls in, the film takes a new direction and spends almost half of the running time on the back-story of the killer. I actually thought this was quite an original idea. However, the back-story ends abruptly and shows us some stock-footage of a burning woodland the lack of budget really starts to show now. After this, we are returned to the dumb teenagers being picked off in the woods. The killer himself isnt shown until the end, which is a shame because he actually makes an effective looking killer. Sort of like Cropsy from The Burning, but better. As for gore, there isnt too much, although theres an OK face squishing moment at the end. Overall, I wouldnt recommend this film to anyone other than slasher completists - it really is a big mess.","Eu acho que teria sido um título mais apropriado para este filme, já que ele está repleto de cenas de vários insetos e animais. Eu encontrei recentemente a presa em sua forma original de caixa grande VHS e estava muito animado. Eu adoro encontrar filmes de terror em VHS porque a capa é fantástica. Normalmente, no entanto, o filme em si é menos que fantástico. A presa é um desses filmes. Para ser justo, tudo começou bem, com o assassino perseguindo os adolescentes clichê na floresta. Os sons de batimentos cardíacos usados ​​são um ótimo efeito que deixa você tenso enquanto assiste. Este filme é basicamente um grande clichê gordo, e quando a seção de ""histórias de fogueira"" entra, o filme toma uma nova direção e gasta quase metade do tempo de corrida na história do assassino. Eu realmente pensei que esta era uma ideia bastante original. No entanto, a história de fundo termina abruptamente e nos mostra algumas cenas de estoque de uma floresta em chamas, a falta de orçamento realmente começa a mostrar agora. Depois disso, somos devolvidos aos adolescentes burros sendo apanhados na floresta. O assassino não é mostrado até o final, o que é uma pena, porque ele realmente faz um assassino eficaz. Mais ou menos como Cropsy from The Burning, mas melhor. Quanto ao sangue, não há muito, embora haja um momento de esmagamento da face OK no final. No geral, eu não recomendaria esse filme para ninguém além de especialistas em slasher - é realmente uma grande bagunça.","neg"
"26","1980 was certainly a year for bad backwoods slasher movies. ""Friday The 13th"" and ""The Burning"" may have been the best ones but there were like always a couple of stinkers not far behind like ""Dont Go Into The Woods Alone"" and this one. But in all fairness ""The Prey"" is nowhere near as bad as ""Dont Go Into The Woods"" but its still not great either. One thing is that its just boring and acting isnt very good but much better than ""DGITW"" and this movie actually has some attractive looking females to look at, all three of the female leads were stunning. One thing what is up with all that pointless wildlife footage it just seemed pointless and it looked as the director used that to just used that to fill up some time space.So, what was there to like about this movie? Well, there were a few laugh out loud cheese moments- I couldnt contain a fit of giggles when the final girl did a bizarre type of backwards moon-walk to get away from the kille and there were a few good kill scenes- my favourites being the girl suffocated to death with the sleeping bag; and the phoney looking.All in all The Prey is dumb, boring and the killer I didnt find scary at all, this movie could have been a whole lot better.","1980 foi certamente um ano para maus filmes de terror. ""Friday The 13th"" e ""The Burning"" podem ter sido os melhores, mas sempre houve alguns fãs que não ficaram muito atrás, como ""Dont Go Into The Woods Alone"" e esse. Mas com toda a justiça ""The Prey"" está longe de ser tão ruim quanto ""Não vá para o bosque"", mas ainda não é grande. Uma coisa é que é apenas chato e agindo não é muito bom, mas muito melhor do que ""DGITW"" e este filme realmente tem algumas mulheres atraentes olhar para, todos os três clientes do sexo feminino foram impressionantes. Uma coisa, o que está acontecendo com toda aquela insensata vida selvagem, parecia inútil e parecia que o diretor usava isso para usar isso para preencher um espaço de tempo. Então, o que havia para gostar desse filme? Bem, houve algumas gargalhadas em momentos de queijo - eu não pude conter um ataque de risos quando a garota final fez um tipo bizarro de caminhar pela lua para se afastar do kille e havia algumas boas cenas de matança - minhas favoritas sendo a garota sufocou até a morte com o saco de dormir; e o olhar falso.Em tudo, The Prey é burro, chato e assassino que eu não achei assustador, esse filme poderia ter sido muito melhor.","neg"
"27","Everything everyone has said already pretty much rings true when it comes to The Prey. Endless nature footage, bad acting - Aside from these elements, this is a watchable film for slasher fans that in some cases, is considered a cult classic.Jackson Bostwick and Jackie Coogan play pretty well off each other. Theres also a three minute banjo solo that shows off Bostwicks skill behind the instrument. Not too bad if I do say so myself.The last ten minutes of the film are its saving grace. The ending still haunts me to this day. This can also sport a short lived plus in that an early John Carl Bucheler does the special effects. Some may know him from films like Troll and Friday the 13th part 7 - He directed both these films All in all, this isnt a movie everyone will find something redeeming in. In fact, on a Hollywood level, this can rank right up there with one of the businesses most amateurish efforts, but for that handful yet very loyal of slasher movie fans in the world, even the bad acting and atrocious nature footage can be forgiven.","Tudo o que todo mundo já disse é verdade quando se trata de The Prey. Filmagens da natureza sem fim, atuação ruim - Além desses elementos, este é um filme assistível para fãs de slasher que, em alguns casos, é considerado um clássico cult. Jackson Bostwick e Jackie Coogan jogam muito bem um com o outro. Há também um solo de banjo de três minutos que mostra a habilidade de Bostwicks por trás do instrumento. Não é muito ruim se eu disser isso mesmo. Os últimos dez minutos do filme são sua graça salvadora. O final ainda me persegue até hoje. Isso também pode durar um pouco mais, já que um dos primeiros John Carl Bucheler faz os efeitos especiais. Alguns podem conhecê-lo de filmes como Troll e sexta-feira 13 parte 7 - Ele dirigiu ambos os filmes Apesar de tudo, este não é um filme todo mundo vai encontrar algo redentora dentro De fato, em um nível de Hollywood, isso pode classificar lá em cima com uma das empresas mais amadores esforços, mas para aquele punhado ainda muito leal de fãs de filmes de terror no mundo, até mesmo a má atuação e imagens de natureza atroz podem ser perdoados.","neg"
"28","Uhhh ... so, did they even have writers for this? Maybe Im picky, but I like a little dialog with my movies. And, as far as slasher films go, just a sliver of character development will suffice.Unfortunately, The Prey provides neitherÂ?and if you think Im being hyperbolic, youll just have to see it for yourself. Scene after scene, we just get actors standing around, looking forlorn and awkward, abandoned by any sense of a script. Outside of calling out each others names when they get separated in the woods natch, the only instances where these people say something substantive is when one character explains the constellation Orion clearly plagiarized from Funk & Wagnalls; scintillating slasher fare, no? and another rehashes an old campfire tale that doesnt even have anything to do with the plot wait, what IS the plot? At other times, The Prey actually has the gall to film its characters with the boom mic just far away enough so that we cant exactly hear what theyre saying. So we get entire scenes wherein the actors are murmuring! Deliberately! Seriously, Ive seen more dialog in a silent film. Its as if the filmmakers sat down at a bar somewhere in Rancho Cucamonga in the heyday of the 80s slasher craze and one looked at the other and said, ""Hey, I gotta really sweet idea for a gory decapitation gag. Lets somehow pad an entire feature around it."" And ... well, they did. To be fair, The Prey probably had some sort of writer on board. I mean, somebody had to jot down the scene sequence and label the dailies. However, I am fully convinced that this film did not have an editor of any kind whatsoever. There are glaring pauses, boring tableaux, and zero sense of pacing throughout. The filmmakers dont have anything else in the ""script"" to film, so they fill out the running time with exhaustive taxonomies of the flora and fauna that inhabit the forest in which our wild and crazy teens are getting sliced and diced. These critters are all filmed in straightforward, noontime daylight in a completely reserved fashion and with no attempt at atmospheric photography. If it feels like a science film, thats because it is. Im pretty sure this is all nature show stock footageÂ?all thats missing is a stuffy narration from some National Geographic alderman.More exciting footage that was graciously spared from the cutting room floor: a scene in which two men discuss cucumber and cream cheese sandwiches, and another scene wherein a supporting character strums away on a banjo for what feels like an entire minute-and-a- half! A minute-and-a-half! Thats a lot of banjoing to commit to celluloid to begin with, let alone insert into the final cut of the film! Way to go, guys! Brevity and concision are the real victims of this slaughterfest.Admittedly, the film picks up quite a bit of steam comparatively in the last 25 minutes, into which much of the carnage is condensed and where a rip-off of BÃ©la BartÃ³ks ""Music for Strings, Percussion and Celesta"" cuts in. Vaudeville great Jackie Coogan makes a fun appearance as a tubby, bumbly park ranger this was his last role, if you can believe it. And there are some nice gory moments, including a splattery neck tearing and the aforementioned decapitation. The make-up used for the killer Carel Struycken, aka ""Lurch"" from the Addams Family movies is also quite effective, and makes him look like a strange hybrid of young Jason Voorhees and Freddy Krueger. Plus, if you love wacky, straight-outta-left-field endings, you need to check out how they wrap this puppy up. Youll do a spit take, I promise.Usually, I love films that are on this level of ineptitude, but the first three-quarters of The Prey are just so interminably boring that they pretty much spoil the rest. Overall, this is a largely pallid and tedious affair, and, while it aint all bad, it should really only be seen by debilitated slasher completists. Why do we do this to ourselves, anyway?","Uhhh ... então, eles ainda têm escritores para isso? Talvez eu seja exigente, mas gosto de um pequeno diálogo com meus filmes. E, no que diz respeito a filmes slasher, apenas um pouco de desenvolvimento de personagem será suficiente. Infelizmente, The Prey não oferece nenhum dos dois e se você acha que eu estou sendo hiperbólico, você apenas terá que ver por si mesmo. Cena após cena, apenas pegamos atores parados, parecendo desamparados e desajeitados, abandonados por qualquer senso de roteiro. Fora de chamar os nomes uns dos outros quando se separam na floresta, os únicos casos em que essas pessoas dizem algo substantivo são quando um personagem explica a constelação de Orion claramente plagiada de Funk & Wagnalls; tarifa slasher cintilante, não? e outro relembra um antigo conto de fogueira que nem tem nada a ver com a trama esperar, qual é o enredo? Em outras ocasiões, The Prey realmente tem a ousadia de filmar seus personagens com o microfone boom bem longe o suficiente para que não possamos ouvir exatamente o que eles estão dizendo. Então, temos cenas inteiras em que os atores estão murmurando! Deliberadamente! Sério, eu vi mais diálogo em um filme mudo. É como se os cineastas sentassem em um bar em algum lugar de Rancho Cucamonga no auge da loucura dos anos 80 e um olhasse para o outro e dissesse: ""Ei, eu tenho uma ótima idéia para uma mordaça sangrenta de decapitação. Vamos de alguma forma recurso em torno dele "". E bem, eles fizeram. Para ser justo, The Prey provavelmente tinha algum tipo de escritor a bordo. Quero dizer, alguém teve que anotar a sequência da cena e rotular os diários. No entanto, estou totalmente convencido de que este filme não tem um editor de qualquer tipo. Há pausas gritantes, tableaux chatos e zero senso de ritmo por toda parte. Os cineastas não têm mais nada no roteiro para filmar, então eles preenchem o tempo de execução com taxonomias exaustivas da flora e da fauna que habitam a floresta na qual nossos adolescentes loucos e loucos estão sendo fatiados e picados. Estas criaturas são todas filmadas à luz do dia, de forma completamente reservada e sem nenhuma tentativa de fotografar a atmosfera. Se parece um filme de ciência, é porque é. Eu tenho certeza que isso é tudo natureza show metragem? Tudo o que está faltando é uma narração abafada de alguns vereador da National Geographic.More emocionante que foi graciosamente poupado do chão da sala de corte: uma cena em que dois homens discutem pepino e cream cheese sanduíches, e outra cena em que um personagem de apoio se afasta em um banjo pelo que parece um minuto e meio inteiro! Um minuto e meio! Isso é muito banjo para se comprometer com celulóide para começar, muito menos inserir no corte final do filme! Muito bem, pessoal! Brevidade e concisão são as verdadeiras vítimas deste massacre. Admitidamente, o filme pega um pouco de vapor comparativamente nos últimos 25 minutos, no qual grande parte da carnificina é condensada e onde um roubo de Béla Bartóks ""Música para Strings, Percussion e Celesta ""corta. Vaudeville grande Jackie Coogan faz uma aparência divertida como um ranger parque tubby, bumbly este foi seu último papel, se você pode acreditar. E há alguns bons momentos sangrentos, incluindo um rasgão no pescoço e a decapitação acima mencionada. A maquiagem usada para o assassino Carel Struycken, também conhecido como ""Lurch"" dos filmes da Família Addams, também é bastante eficaz, e faz com que ele pareça um estranho híbrido do jovem Jason Voorhees e Freddy Krueger. Além disso, se você gosta de finais malucos e retos, você precisa verificar como eles envolvem esse filhote. Você vai fazer um cuspe, eu prometo. Geralmente, eu amo filmes que estão nesse nível de inépcia, mas os primeiros três quartos de The Prey são tão interminavelmente chatos que eles praticamente estragam o resto. No geral, esse é um assunto amplamente pálido e tedioso e, embora não seja ruim, deve ser visto apenas por especialistas em slasher debilitados. Por que fazemos isso para nós mesmos, afinal?","neg"
"29","Oh yeah, this one is definitely a strong contender to win the questionable award of ""worst 80s slasher ever made"". ""The Prey"" has got everything you usually want to avoid in a horror flick: a routine, derivative plot that youve seen a thousand times before and better, insufferable characters and terrible performances, a complete lack of gore and suspense, fuzzy photography and unoriginal locations and Â? most irritating of all Â? the largest amount of pointless padding footage youve ever encountered in your life and thats not an exaggeration but a guarantee!. Apart from the seemingly endless amount of National Geographic stock footage, which Ill expand upon later, this film is shameless enough to include a complete banjo interlude ! and two occasions where characters tell dillydally jokes that arent even remotely funny! The set-up is as rudimentary as it gets, with the intro showing images of a devastating forest fire with OTT voice-over human screams. Fast forward nearly forty years later, when an elderly couple out camping in that same area get axe-whacked by something that breathes heavily off-screen. This ought to be enough information for you to derive that someone survived the fire all these years ago and remained prowling around ever since. Enter three intolerable twenty something couples heading up to the danger zone with exclusively sex on their minds, unaware of course they are sitting ducks for the stalking and panting killer. ""The Prey"" is an irredeemable boring film. Apparently it was shot in 1978 already, but nobody wanted to distribute it up until 1984 and it isnt too hard to see why. In case you would filter out all the content that is actually relevant, this would only be a short movie with a running time of 30 minutes; possibly even less. Theres an unimaginably large of nature and wildlife footage, sometimes of animals that I think dont even live in that type of area, and they seem to go on forever. The only thing missing, in fact, is the typical National Geographic narration providing educational information regarding the animals habits. Animals in their own natural biotope are undeniably nice to look at, but not in a supposedly vile and cheesy 80s slasher movie, for crying out loud. The last fifteen minutes are finally somewhat worthwhile, with some potent killing sequences and fine make-up effects on the monster who turns out to be Lurch from ""The Addams Family"" movies, but still silliness overrules Â? the scene with the vultures is too stupid Â? and the final shot is just laugh-out-loud retarded. As mentioned above, ""The Prey"" easily makes my own personal list of worst 80s slashers, alongside ""Appointment with Fear"", ""Berserker"", ""Deadly Games"", ""Dont Go in the Woods"", ""Hollow Gate"", ""The Stay Awake"" and ""Curfew"".","Ah, sim, este é definitivamente um forte candidato para ganhar o prêmio questionável de ""pior slasher dos anos 80 já feito"". ""The Prey"" tem tudo que você normalmente quer evitar em um filme de terror: uma rotina, uma trama derivada que você já viu milhares de vezes antes e melhores, personagens insuportáveis ​​e performances terríveis, uma completa falta de sangue e suspense, fotografia difusa e não original. localizações e? mais irritante de todos? a maior quantidade de imagens de preenchimento inútil que você já encontrou em sua vida e isso não é um exagero, mas uma garantia !. Além da quantidade aparentemente infinita de imagens da National Geographic, que eu vou expandir mais tarde, este filme é desavergonhado o suficiente para incluir um interlúdio de banjo completo! e duas ocasiões em que os personagens contam piadas que não são nem um pouco engraçadas! A configuração é tão rudimentar quanto possível, com a introdução mostrando imagens de um incêndio florestal devastador com gritos humanos de voz sobre OTT. Avançando quase quarenta anos depois, quando um casal idoso acampando naquela mesma área é atingido por algo que respira pesadamente fora da tela. Isso deve ser informação suficiente para você deduzir que alguém sobreviveu ao fogo todos esses anos atrás e permaneceu rondando desde então. Entra três intoleráveis ​​casais de vinte pessoas que se dirigem para a zona de perigo com exclusivamente sexo em suas mentes, inconsciente, é claro, que eles são patos sentados para o assassino que espreita e ofega. ""The Prey"" é um filme chato irremediável. Aparentemente já foi filmado em 1978, mas ninguém quis distribuí-lo até 1984 e não é difícil entender por quê. No caso de você filtrar todo o conteúdo relevante, isso seria apenas um filme curto com um tempo de execução de 30 minutos; possivelmente menos ainda. Há uma quantidade inimaginável de cenas da natureza e vida selvagem, às vezes de animais que eu acho que não vivem nesse tipo de área, e eles parecem durar para sempre. A única coisa que falta, na verdade, é a típica narração da National Geographic que fornece informações educacionais sobre os hábitos dos animais. Animais em seu próprio biótopo natural são inegavelmente legais de se ver, mas não em um filme de terror supostamente vil e brega dos anos 80, por chorar em voz alta. Os últimos quinze minutos são finalmente um pouco valiosos, com algumas sequências de matar potentes e efeitos de maquiagem no monstro que acaba por ser Lurch de filmes ""The Addams Family"", mas ainda assim tolice overrules? a cena com os abutres é muito estúpida? e o tiro final é apenas retardado. Como mencionado acima, ""The Prey"" facilmente faz a minha própria lista pessoal dos piores slashers dos anos 80, ao lado de ""Appointment with Fear"", ""Berserker"", ""Jogos Mortais"", ""Não Vá nos Bosques"", ""Hollow Gate"", ""The Fique acordado ""e"" toque de recolher "".","neg"
"30","Supercraptastic slasher fare, which feels overly long at 80 minutes. Years ago, a bunch of ""gypsies"" who lived in the caves of a mountain, were burned up in a forest fire. Years later, campers are going missing from the area of the fire. A bunch of horny kids are, of course, en route to this area for a debaucherous camping trip of there own. Despite an ominous welcome from the forest ranger Jackson Bostwick the kids troop up to the mountain any way. Before long, the kids start to get picked off by the monster, who remains unseen to the very end of the movie, probably because the makeup was so embarrassingly bad. No surprises to speak of: they get killed in the exact order that the formula for these movies dictates, leaving the ""final girl"" to fend for herself, although in a refreshingly downbeat denouement, the final girl ends up imprisoned and impregnated by the monster.The story itself couldnt hold the weight of feature length, so it was padded out by seemingly endless shots of wildlife and insects, which were obviously shot for another film and inserted here haphazardously as a means of making the movie long enough for a video release. On the plus side, the wildlife footage is rather nice. Also among the highlights are Bostwick talking to a baby deer, a decent rock-climbing death sequence, OK gore, and the Great Jackie Coogan in his final film role, as the bumbling local sheriff. This is a far cry from Charlie Chaplin, but it was still nice to see him. This is for slasher completists only.","Receita de slash supercraptástico, que parece excessivamente longa aos 80 minutos. Anos atrás, um bando de ""ciganos"" que viviam nas cavernas de uma montanha, foram queimados em um incêndio florestal. Anos depois, os campistas desaparecem da área do incêndio. Um bando de crianças com tesão é, naturalmente, a caminho desta área para uma viagem de acampamento debochado de lá próprio. Apesar de uma saudação sinistra do guarda florestal Jackson Bostwick, as crianças chegam à montanha de qualquer jeito. Em pouco tempo, as crianças começam a ser pegas pelo monstro, que permanece invisível até o final do filme, provavelmente porque a maquiagem era tão embaraçosamente ruim. Não há surpresas em falar: elas são mortas na ordem exata que a fórmula para esses filmes dita, deixando a ""garota final"" para se defender sozinha, embora em um desenlace refrescantemente pessimista, a garota final acabe aprisionada e impregnada pelo monstro. A história em si não poderia ter o peso do comprimento do recurso, então foi preenchida por imagens aparentemente intermináveis ​​de vida selvagem e insetos, que obviamente foram filmadas para outro filme e inseridas aqui como forma de tornar o filme longo o suficiente para um lançamento em vídeo. . No lado positivo, a filmagem da vida selvagem é bastante boa. Entre os destaques estão Bostwick conversando com um filhote de cervo, uma decente seqüência de morte escalando, OK gore, e o Grande Jackie Coogan em seu papel no cinema final, como o xerife local desastrado. Isso está muito longe de Charlie Chaplin, mas ainda assim foi legal vê-lo. Isto é apenas para completistas de slasher.","neg"
"31","Even by the lowered standards of 80s slasher movies, this one stinks. The usual gaggle of oversexed teens heads for a ""forbidden"" part of forest, which burned in the 1940s and apparently left a sole angry survivor. Fast forward actually, youll want to fast-forward through much of this mess to the present day, where a couple of campers are butchered; the teens follow in their wake, while a semi-concerned park ranger a sleepwalking Jackie Coogan and his healthier cohort who spins a lot of time tuning his banjo succeed partially in steering our attention from yards of run-of-the-mill nature-footage padding. Finally, more killings--but nothing you havent seen a zillion times before. If you want to see the kids butchered, opt for SLEEPAWAY CAMP or the first FRIDAY THE 13TH over this","Mesmo com os baixos padrões dos filmes de terror dos anos 80, esse aqui cheira mal. O bando habitual de adolescentes supersexuais se dirige para uma parte ""proibida"" da floresta, que queimou na década de 1940 e aparentemente deixou um único sobrevivente raivoso. Avanço rápido, na verdade, você vai querer avançar rapidamente por grande parte dessa bagunça até os dias de hoje, onde alguns campistas são massacrados; os adolescentes seguem seu rastro, enquanto um guarda do parque semi-preocupado, o sonâmbulo Jackie Coogan e sua coorte saudável, que giram muito tempo ajustando seu banjo, conseguem parcialmente desviar nossa atenção de metros de metragem natural medíocre. preenchimento. Finalmente, mais assassinatos - mas nada que você não tenha visto um zilhão de vezes antes. Se você quiser ver as crianças esquartejadas, opte por SLEEPAWAY CAMP ou pela primeira sexta-feira THE 13TH sobre este","neg"
"32","Foolish hikers go camping in the Utah mountains only to run into a murderous, disfigured gypsy. The Prey is a pretty run of the mill slasher film, that mostly suffers from a lack of imagination. The victim characters are all-too-familiar idiot teens which means one doesnt really care about them, we just wonder when they will die! Not to mention it has one too many cheesy moments and is padded with endless, unnecessary nature footage. However it does have a few moments of interest to slasher fans, the occasional touch of spooky atmosphere, and a decent music score by Don Peake. Still, its business as usual for dead-camper movies.There are much better films in this vein, but over all The Prey may be watchable enough for die-hard slasher fans. Although one might be more rewarded to watch Just Before Dawn 1981, Wrong Turn 2003, or even The Final Terror 1983 again. 1/2 out of","Caminhantes tolos vão acampar nas montanhas de Utah apenas para se depararem com um cigano assassino e desfigurado. The Prey é uma bonita corrida do filme slasher do moinho, que sofre principalmente de falta de imaginação. Os personagens da vítima são adolescentes idiotas muito familiares, o que significa que realmente não se importa com eles, apenas nos perguntamos quando eles vão morrer! Sem mencionar que tem muitos momentos extravagantes e é preenchido com filmagens infinitas e desnecessárias da natureza. No entanto, ele tem alguns momentos de interesse para os fãs de slasher, o toque ocasional de atmosfera assustadora e uma trilha sonora decente de Don Peake. Ainda assim, seu negócio, como de costume, para filmes de trailers mortos. Há filmes muito melhores nesse sentido, mas, acima de tudo, The Prey pode ser assistível o bastante para os fãs obstinados do slasher. Embora alguém possa ser mais recompensado para assistir Just Before Dawn 1981, Wrong Turn 2003, ou mesmo The Final Terror 1983 novamente. 1/2 de","neg"
"33","Rented 3 bad movies to watch with my friends in my dorm room.Leprechaun 4, Jack Frost and The Prey.I picked up Jack and Lep 4 because they are well known bad movies I have never seen.I picked this movie out because it matched the ""How to find a bad movie"" guide on badmovies.org, No real description, no pics of the movie on the back, and I had never heard of it, had to be a winner :SPOILERS, but this movie is so awful it doesnt matter :PThis is a TRUE bad movie, Lep 4 and Jack Frost are dumb on purpose, this is dumb despite the best efforts of the cast and crew.This ""movie"" starts out much like Evil Dead, even the actors look similar and have the same style of dress. Unlike Evil Dead it never gains any speed at all. For a ""slasher"" movie it is pretty bland, in 80 minutes 6 people get killed, but these are spread apart so far it becomes quickly boring.The director threw in a lot of boring shots on animals hunting, obviously to go along with the whole ""Prey"" theme but they do nothing to advance the story and are quite boring. The gore is horrible. All these extra shots were to make up for lack of a script and story.The last 5 minutes of the movie are shot mostly in slow motion, yet another way to add length to this. The ""climax"" is such a total joke, its hard to laugh at it is so bad. The back of the box says ""The ending will shock and haunt you."" Yes it will, it will shock you that someone could put such a bad ""plot twist"" on film and ""haunt"" you because you wont believe you paid to watch this crap.Also the tagline is ""Its not human, and its got an axe!"" One person is killed with an axe in the whole movie and it is off screen.A true 1 out of 10. I LOVE laughing at bad movies, but this one is so bad that it even lacks campy qualities. No bad movie night is compete without a true character building flick :P","Alugou 3 filmes ruins para assistir com meus amigos em meu dormitório.Leprechaun 4, Jack Frost e The Prey.Eu peguei Jack e Lep 4 porque eles são bem conhecidos filmes ruins que eu nunca vi.Eu escolhi este filme porque combinava o guia ""Como encontrar um filme ruim"" em badmovies.org, Sem descrição real, sem fotos do filme no verso, e eu nunca tinha ouvido falar dele, tinha que ser um vencedor: SPOILERS, mas esse filme é tão horrível não importa: PTis é um verdadeiro filme ruim, Lep 4 e Jack Frost são burros de propósito, isso é estúpido apesar dos melhores esforços do elenco e da equipe. Esse ""filme"" começa muito parecido com Evil Dead, até mesmo os atores são parecidos e tem o mesmo estilo de vestir. Ao contrário de Evil Dead, ele nunca ganha velocidade alguma. Para um filme ""slasher"", é bem insosso, em 80 minutos 6 pessoas são mortas, mas elas estão espalhadas até o momento. O diretor fez muitas cenas chatas de caça de animais, obviamente para acompanhar o todo o tema ""Prey"", mas eles não fazem nada para avançar a história e são muito entediantes. O sangue é horrível. Todos esses tiros extras eram para compensar a falta de um roteiro e uma história. Os últimos 5 minutos do filme são filmados em câmera lenta, mas é outra maneira de acrescentar tamanho a isso. O ""clímax"" é uma piada tão completa, é difícil rir disso é tão ruim. A parte de trás da caixa diz ""O final vai chocar e assombrar você"". Sim, vai, você vai chocar que alguém poderia colocar uma ""reviravolta"" tão ruim no filme e ""assombrar"" você, porque você não vai acreditar que você pagou para assistir a essa porcaria.Também o slogan é ""não é humano, e tem um Machado!"" Uma pessoa é morta com um machado em todo o filme e está fora da tela.Uma verdadeira 1 de 10. EU AMO rir de filmes ruins, mas esta é tão ruim que até mesmo não tem qualidades exageradas. Nenhuma noite de filme ruim é competir sem um verdadeiro filme de construção de personagem: P","neg"
